DDPG_small,DDPG_small_plus,DDPG_small_ultra,DDPG_medium,DDPG_medium_plus,DDPG_medium_ultra,DDPG_large,DDPG_large_plus,DDPG_large_ultra,MALA,fisher_MALA,rwm,NUTS_1c,NUTS_4c
0.10645,0.1074,0.1074,0.1074,0.10645,0.1074,0.0498,0.1074,0.10645,0.11426,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.05078,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.05273,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.0547,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.05664,0.1074,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.05762,0.1074,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.0586,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.06055,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.06055,0.1074,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.0625,0.1074,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.0635,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.06494,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.0664,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.0679,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.06836,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.06836,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1084,0.10645,0.10645,0.1074,0.06885,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.0698,0.10645,0.10645,0.1133,0.11426,0.1084,0.1074,0.10547
0.1074,0.1074,0.1074,0.1074,0.10645,0.1074,0.0708,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.1074,0.1074,0.10645,0.10645,0.1074,0.07227,0.10645,0.10645,0.1133,0.11426,0.1084,0.10645,0.10547
0.1074,0.10645,0.1074,0.1074,0.10645,0.10645,0.07324,0.10645,0.10547,0.1133,0.11426,0.1084,0.10645,0.10547
